   1	2   0   5 
   1	2   3   7 
   1	2  14  12 
   3	2   1   4 
   3	2  13  15 
   3	2   3   7 
   5	2   6   2 
   5	2  14  12 
   7	2  10   8 
   9	2   9  11 
  11	2   0   5 
  11	2  13  15 
  13	2   1   4 
  13	2  12  13 
  15	2   6   2 
  15	2  12  13 
  17	2  10   8 
  17	2   2   3 
  19	2   9  11 
  19	2   2   3 
  21	2   5   1 
  21	2   7  10 
  23	2   4   6 
  23	2  13  15 
  25	2   8   9 
  25	2  11  14 
  27	2   5   1 
  27	2   7  10 
  29	2   4   6 
  29	2  13  15 
  31	2   8   9 
  31	2  11  14 
  31	2   6   2 
  33	2   0   5 
  33	2   3   7 
  33	2  14  12 
  35	2   1   4 
  35	2   3   7 
  35	2  14  12 
  37	2  10   8 
  39	2   9  11 
  41	2   0   5 
  41	2  12  13 
  43	2   1   4 
  43	2  12  13 
  45	2   6   2 
  45	2  13  15 
  47	2  10   8 
  47	2   2   3 
  49	2   9  11 
  49	2   2   3 
  51	2   5   1 
  51	2   7  10 
  53	2   4   6 
  53	2  13  15 
  55	2   8   9 
  55	2  11  14 
  57	2   5   1 
  57	2   7  10 
  59	2   4   6 
  61	2   8   9 
  61	2  11  14 
  61	2   6   2 
  63	2   0   5 
  63	2   3   7 
  63	2  14  12 
  65	2   1   4 
  65	2   3   7 
  65	2  14  12 
  67	2  10   8 
  69	2   9  11 
  71	2   0   5 
  71	2  12  13 
  73	2   1   4 
  73	2  12  13 
  75	2   6   2 
  75	2  13  15 
  77	2  10   8 
  77	2   2   3 
  79	2   9  11 
  79	2   2   3 
  81	2   5   1 
  81	2   7  10 
  83	2   4   6 
  83	2  13  15 
  85	2   8   9 
  85	2  11  14 
  87	2   5   1 
  87	2   7  10 
  89	2   4   6 
  91	2   8   9 
  91	2  11  14 
  91	2   6   2 
  93	2   0   5 
  93	2   3   7 
  93	2  14  12 
  95	2   1   4 
  95	2   3   7 
  95	2  14  12 
  97	2  10   8 
  99	2   9  11 
 101	2   0   5 
 101	2  12  13 
 103	2   1   4 
 103	2  12  13 
 105	2   6   2 
 105	2  13  15 
 107	2  10   8 
 107	2   2   3 
 109	2   9  11 
 109	2   2   3 
 111	2   5   1 
 111	2   7  10 
 113	2   4   6 
 113	2  13  15 
 115	2   8   9 
 115	2  11  14 
 117	2   5   1 
 117	2   7  10 
 119	2   4   6 
 121	2   8   9 
 121	2  11  14 
 121	2   6   2 
 123	2   0   5 
 123	2   3   7 
 123	2  14  12 
 125	2   1   4 
 125	2   3   7 
 125	2  14  12 
 127	2  10   8 
 129	2   9  11 
 131	2   0   5 
 131	2  12  13 
 133	2   1   4 
 133	2  12  13 
 135	2   6   2 
 137	2  10   8 
 137	2   2   3 
 139	2   9  11 
 139	2   2   3 
 141	2   5   1 
 141	2   7  10 
 143	2   4   6 
 145	2   8   9 
 145	2  11  14 
 147	2   5   1 
 147	2   7  10 
 149	2   4   6 
 151	2   8   9 
 151	2  11  14 
